owner,control,type,device,legacy_value,expected_class,status,note
woocommerce-archive-products,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-archive-products,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-archive-products,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-archive-products,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-archive-products,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-archive-products,align,choose,,,elementor-product-loop-item--align-left,verified,
woocommerce-archive-products,animation_duration,select,,,animated-slow,verified,
woocommerce-archive-products,columns,number,,,elementor-grid-9,verified,
woocommerce-archive-products,columns_mobile,number,mobile,,elementor-grid-mobile-2,verified,
woocommerce-archive-products,columns_tablet,number,tablet,,elementor-grid-tablet-1,verified,
woocommerce-archive-products,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-archive-products,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-archive-products,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
woocommerce-archive-products,products_class,hidden,,,elementor-products-grid elementor-eh#D93,verified,
woocommerce-archive-products,products_title_show,switcher,,,products-heading-show,verified,
woocommerce-archive-products,show_pagination_border,switcher,,,elementor-show-pagination-border-yes,verified,
woocommerce-product-additional-information,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-product-additional-information,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
woocommerce-product-additional-information,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
woocommerce-product-additional-information,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
woocommerce-product-additional-information,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
woocommerce-product-additional-information,show_heading,switcher,,,elementor-show-heading-yes,no-element,the element renders nothing without site content
woocommerce-menu-cart,_element_width,select,,,elementor-widget__width-inherit,verified,
woocommerce-menu-cart,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
woocommerce-menu-cart,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
woocommerce-menu-cart,_position,select,,,elementor-absolute,verified,
woocommerce-menu-cart,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-menu-cart,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-menu-cart,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-menu-cart,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-menu-cart,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-menu-cart,animation_duration,select,,,animated-slow,verified,
woocommerce-menu-cart,cart_type,select,,,elementor-menu-cart--cart-type-side-cart,verified,
woocommerce-menu-cart,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-menu-cart,hide_empty_indicator,switcher,,,elementor-menu-cart--empty-indicator-hide,verified,
woocommerce-menu-cart,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-menu-cart,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
woocommerce-menu-cart,icon,select,,,toggle-icon--cart-light,verified,
woocommerce-menu-cart,remove_item_button_position,choose,,,remove-item-position--top,verified,
woocommerce-menu-cart,show_remove_icon,switcher,,,elementor-menu-cart--show-remove-button-yes,verified,
woocommerce-menu-cart,show_subtotal,switcher,,,elementor-menu-cart--show-subtotal-yes,verified,
woocommerce-menu-cart,items_indicator,select,,,elementor-menu-cart--items-indicator-none,verified,
woocommerce-product-content,_element_width,select,,,elementor-widget__width-inherit,verified,
woocommerce-product-content,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
woocommerce-product-content,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
woocommerce-product-content,_position,select,,,elementor-absolute,verified,
woocommerce-product-content,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-product-content,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-product-content,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-product-content,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-product-content,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-product-content,animation_duration,select,,,animated-slow,verified,
woocommerce-product-content,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-product-content,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-product-content,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
woocommerce-archive-description,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
woocommerce-archive-description,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
woocommerce-archive-description,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
woocommerce-archive-description,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-archive-description,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
woocommerce-archive-description,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
woocommerce-archive-description,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
woocommerce-archive-description,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
woocommerce-checkout-page,_element_width,select,,,elementor-widget__width-inherit,verified,
woocommerce-checkout-page,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
woocommerce-checkout-page,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
woocommerce-checkout-page,_position,select,,,elementor-absolute,verified,
woocommerce-checkout-page,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-checkout-page,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-checkout-page,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-checkout-page,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-checkout-page,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-checkout-page,animation_duration,select,,,animated-slow,verified,
woocommerce-checkout-page,checkout_layout,select,,,e-checkout-layout-two-column,verified,
woocommerce-checkout-page,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-checkout-page,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-checkout-page,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
woocommerce-cart,_element_width,select,,,elementor-widget__width-inherit,verified,
woocommerce-cart,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
woocommerce-cart,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
woocommerce-cart,_position,select,,,elementor-absolute,verified,
woocommerce-cart,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-cart,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-cart,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-cart,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-cart,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-cart,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-cart,additional_template_switch,switcher,,,e-cart-empty-template-active,verified,
woocommerce-cart,animation_duration,select,,,animated-slow,verified,
woocommerce-cart,cart_layout,select,,,e-cart-layout-two-column,verified,
woocommerce-cart,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-cart,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-cart,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
woocommerce-my-account,_element_width,select,,,elementor-widget__width-inherit,verified,
woocommerce-my-account,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
woocommerce-my-account,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
woocommerce-my-account,_position,select,,,elementor-absolute,verified,
woocommerce-my-account,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-my-account,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-my-account,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-my-account,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-my-account,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-my-account,animation_duration,select,,,animated-slow,verified,
woocommerce-my-account,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-my-account,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-my-account,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
woocommerce-my-account,tabs_layout,select,,,e-my-account-tabs-vertical,verified,
woocommerce-purchase-summary,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
woocommerce-purchase-summary,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
woocommerce-purchase-summary,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
woocommerce-purchase-summary,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
woocommerce-purchase-summary,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
woocommerce-notices,_element_width,select,,,elementor-widget__width-inherit,verified,
woocommerce-notices,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
woocommerce-notices,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
woocommerce-notices,_position,select,,,elementor-absolute,verified,
woocommerce-notices,_transform_flipX_effect,choose,,,e-transform,verified,
woocommerce-notices,_transform_flipX_effect_hover,choose,,,e-transform,verified,
woocommerce-notices,_transform_flipY_effect,choose,,,e-transform,verified,
woocommerce-notices,_transform_flipY_effect_hover,choose,,,e-transform,verified,
woocommerce-notices,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_scale_popover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_skew_popover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_translate_popover,popover_toggle,,,e-transform,verified,
woocommerce-notices,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
woocommerce-notices,animation_duration,select,,,animated-slow,verified,
woocommerce-notices,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
woocommerce-notices,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
woocommerce-notices,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
wc-single-elements,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
wc-single-elements,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
wc-single-elements,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
wc-single-elements,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
wc-single-elements,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wc-single-elements,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
wc-single-elements,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
wc-single-elements,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
wc-single-elements,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
facebook-button,_element_width,select,,,elementor-widget__width-inherit,verified,
facebook-button,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
facebook-button,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
facebook-button,_position,select,,,elementor-absolute,verified,
facebook-button,_transform_flipX_effect,choose,,,e-transform,verified,
facebook-button,_transform_flipX_effect_hover,choose,,,e-transform,verified,
facebook-button,_transform_flipY_effect,choose,,,e-transform,verified,
facebook-button,_transform_flipY_effect_hover,choose,,,e-transform,verified,
facebook-button,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_scale_popover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_skew_popover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_translate_popover,popover_toggle,,,e-transform,verified,
facebook-button,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-button,animation_duration,select,,,animated-slow,verified,
facebook-button,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
facebook-button,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
facebook-button,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
facebook-comments,_element_width,select,,,elementor-widget__width-inherit,verified,
facebook-comments,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
facebook-comments,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
facebook-comments,_position,select,,,elementor-absolute,verified,
facebook-comments,_transform_flipX_effect,choose,,,e-transform,verified,
facebook-comments,_transform_flipX_effect_hover,choose,,,e-transform,verified,
facebook-comments,_transform_flipY_effect,choose,,,e-transform,verified,
facebook-comments,_transform_flipY_effect_hover,choose,,,e-transform,verified,
facebook-comments,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_scale_popover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_skew_popover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_translate_popover,popover_toggle,,,e-transform,verified,
facebook-comments,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-comments,animation_duration,select,,,animated-slow,verified,
facebook-comments,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
facebook-comments,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
facebook-comments,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
facebook-embed,_element_width,select,,,elementor-widget__width-inherit,verified,
facebook-embed,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
facebook-embed,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
facebook-embed,_position,select,,,elementor-absolute,verified,
facebook-embed,_transform_flipX_effect,choose,,,e-transform,verified,
facebook-embed,_transform_flipX_effect_hover,choose,,,e-transform,verified,
facebook-embed,_transform_flipY_effect,choose,,,e-transform,verified,
facebook-embed,_transform_flipY_effect_hover,choose,,,e-transform,verified,
facebook-embed,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_scale_popover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_skew_popover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_translate_popover,popover_toggle,,,e-transform,verified,
facebook-embed,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-embed,animation_duration,select,,,animated-slow,verified,
facebook-embed,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
facebook-embed,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
facebook-embed,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
facebook-page,_element_width,select,,,elementor-widget__width-inherit,verified,
facebook-page,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
facebook-page,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
facebook-page,_position,select,,,elementor-absolute,verified,
facebook-page,_transform_flipX_effect,choose,,,e-transform,verified,
facebook-page,_transform_flipX_effect_hover,choose,,,e-transform,verified,
facebook-page,_transform_flipY_effect,choose,,,e-transform,verified,
facebook-page,_transform_flipY_effect_hover,choose,,,e-transform,verified,
facebook-page,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_scale_popover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_skew_popover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_translate_popover,popover_toggle,,,e-transform,verified,
facebook-page,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
facebook-page,animation_duration,select,,,animated-slow,verified,
facebook-page,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
facebook-page,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
facebook-page,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
template,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
template,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
template,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
template,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
template,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
template,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
template,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
template,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
template,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
template,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
template,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
template,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
template,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
lottie,_element_width,select,,,elementor-widget__width-inherit,verified,
lottie,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
lottie,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
lottie,_position,select,,,elementor-absolute,verified,
lottie,_transform_flipX_effect,choose,,,e-transform,verified,
lottie,_transform_flipX_effect_hover,choose,,,e-transform,verified,
lottie,_transform_flipY_effect,choose,,,e-transform,verified,
